province;red;green;blue;x;x
7051;200;200;81;Volterra;x
7052;200;200;156;AlbaPiedmont;x
7053;200;200;236;Finale;x
7054;200;200;31;Oneglia ;x
7055;200;200;106;LaSpezia;x
7056;200;200;181;MonacoVentimiglia;x
7057;200;200;56;Piacenza;x
7058;200;200;131;Alessandria;x
7059;200;200;206;Fivizzano;x
7060;100;100;5;Bobbio;x
7061;100;100;80;Acqui;x
7062;100;100;155;Ceva;x
7063;100;100;235;Mondovi;x
7064;100;100;30;Tende;x
7065;100;100;105;Chivasso;x
7066;100;100;180;Chieri;x
7067;100;100;55;ReggioEmilia;x
7068;100;100;130;CorreggioGuastalla;x
7069;100;100;205;Amyz-Reuse Amalfi;x
7070;200;200;5;Asti;x
7071;200;200;80;Pinerolo;x
7072;200;200;155;Ivrea;x
7073;200;200;235;Amyz-Reuse Pantelleria;x
7074;200;200;30;Como;x
7075;200;200;105;Vercelli;x
7076;200;200;180;Chioggia;x
7077;200;200;55;Padua;x
7078;200;200;130;Lodi;x
7079;200;200;205;Biella;x
7080;100;100;4;Ossola;x
7081;100;100;79;Polesine;x
7082;100;100;154;Pazin;x
7083;100;100;234;ValCamonica;x
7084;100;100;29;Lagarina;x
7085;100;100;104;Vicenza;x
7086;100;100;179;Pordenone;x
7087;100;100;54;Ceneda;x
7088;100;100;129;Cadore;x
7089;100;100;204;Feltre;x
7090;200;200;4;Rovigno;x
7091;200;200;79;Tolmino;x
7092;200;200;154;Meran;x
7093;200;200;234;Brixen;x
7094;200;200;29;Belluno;x
7095;200;200;104;Sulcis;x
7096;200;200;179;Udine;x
7097;200;200;54;Nuoro;x
7098;200;200;129;Tolmezzo;x
7099;200;200;204;Ogliastra;x
7100;100;100;3;Koroni;x
7101;100;100;78;Messenia;x
7102;100;100;153;Arcadia;x
7103;100;100;233;Amyz-Reuse Kalyvrta;x
7104;100;100;28;Corinthia;x
7105;111;1;1;UNKNOWNPROBLEMWITHTHISPROVID;x
7106;100;100;178;Rettimo;x
7107;100;100;53;Sitia;x
7108;100;100;128;Neopatras;x
7109;100;100;203;Karystos;x
7110;200;200;3;Oreoi;x
7111;200;200;78;Boeotia;x
7112;200;200;153;Naupaktos;x
7113;200;200;233;ZetounionBodonitsa;x
7114;200;200;28;Salona;x
7115;200;200;103;Acarnania;x
7116;200;200;178;Amyz-Reuse CutProvinceDebar;x
7117;200;200;53;Demetrias;x
7118;200;200;128;Pharsala;x
7119;200;200;203;Amyz-Reuse Ikaria;x
7120;100;100;2;Chalkidiki;x
7121;100;100;77;Amyz-Reuse CutProvinceElassona;x
7122;100;100;152;Veroia;x
7123;100;100;232;MacedonianEdessa;x
7124;100;100;27;ServiaKozani;x
7125;100;100;102;Lefkada;x
7126;100;100;177;Zakynthos;x
7127;100;100;52;Kavala;x
7128;100;100;127;Drama;x
7129;100;100;202;Xanthi;x
7130;200;200;2;Evros;x
7131;200;200;77;Arta;x
7132;200;200;152;Thesprotia;x
7133;200;200;232;Metsovo;x
7134;200;200;27;Ainos;x
7135;200;200;102;Gallipoli;x
7136;200;200;177;Rhaidestos;x
7137;200;200;52;Selymbria;x
7138;200;200;127;Bizye;x
7139;200;200;202;Sozopolis;x
7140;100;100;1;Butrint;x
7141;100;100;76;Gjirokaster;x
7142;100;100;151;Korce;x
7143;100;100;231;Fier;x
7144;100;100;26;Peshkopi;x
7145;100;100;101;Ohrid;x
7146;100;100;176;Prilep;x
7147;100;100;51;Kratovo;x
7148;100;100;126;Shtip;x
7149;100;100;201;Kopsis;x
7150;200;200;1;Kran;x
7151;200;200;76;Asenovgrad;x
7152;200;200;151;Ormenio;x
7153;200;200;231;Amyz-Reuse CutProvinceTsepina;x
7154;200;200;26;Karvuna;x
7155;200;200;101;Yambol;x
7156;200;200;176;SlivenKarnobatLozonets;x
7157;200;200;51;Ludogorie;x
7158;200;200;126;Shumen;x
7159;200;200;201;ChervenRuse;x
7160;50;50;25;BeyondTypus1161;x
7161;50;50;100;BeyondTypus1162;x
7162;50;50;175;BeyondTypus1163;x
7163;100;100;103;Monemvasia;x
7164;50;50;50;BeyondTypus1165;x
7165;50;50;125;BeyondTypus1166;x
7166;50;50;200;BeyondTypus1167;x
7167;50;50;75;BeyondTypus1168;x
7168;50;50;150;BeyondTypus1169;x
7169;50;50;225;BeyondTypus1170;x
7170;50;100;25;BeyondTypus1171;x
7171;50;100;100;BeyondTypus1172;x
7172;50;100;175;BeyondTypus1173;x
7173;50;100;250;BeyondTypus1174;x
7174;50;100;50;BeyondTypus1175;x
7175;50;100;125;BeyondTypus1176;x
7176;50;100;200;BeyondTypus1177;x
7177;50;100;75;BeyondTypus1178;x
7178;50;100;150;BeyondTypus1179;x
7179;50;100;225;BeyondTypus1180;x
7180;50;150;25;BeyondTypus1181;x
7181;50;150;100;BeyondTypus1182;x
7182;50;150;175;BeyondTypus1183;x
7183;50;150;250;BeyondTypus1184;x
7184;50;150;50;BeyondTypus1185;x
7185;50;150;125;BeyondTypus1186;x
7186;50;150;200;BeyondTypus1187;x
7187;50;150;75;BeyondTypus1188;x
7188;50;150;150;BeyondTypus1189;x
7189;50;150;225;BeyondTypus1190;x
7190;50;200;25;Cembalo;x
7191;50;200;100;Guzliev;x
7192;50;200;175;Solkhat;x
7193;112;1;1;Ichki;x
7194;50;200;50;Kinburn;x
7195;50;200;125;Ochakiv;x
7196;50;200;200;Ekaterinoslav ;x
7197;50;200;75;Voznesensk;x
7198;50;200;150;KryvyiRih;x
7199;50;200;225;Kropyvnytskyi ;x
7200;100;50;25;KyzylYar;x
7201;100;50;100;Mariupol;x
7202;100;50;175;Donetsk;x
7203;100;50;250;Taganrog;x
7204;100;50;50;Luhansk;x
7205;100;50;125;BelskaSloboda;x
7206;100;50;200;Uman;x
7207;100;50;75;Ostrog;x
7208;100;50;150;Medzhybizh;x
7209;100;50;225;Rybnytsia;x
7210;100;150;25;MedininkaiVarniai;x
7211;100;150;100;Wizajny;x
7212;100;150;175;Jubarkas;x
7213;100;150;250;Birzai;x
7214;100;150;50;Drysa;x
7215;100;150;125;Lepiel;x
7216;100;150;200;Braslaw;x
7217;100;150;75;Orsha;x
7218;100;150;150;Vileyka;x
7219;100;150;225;Myadzel;x
7220;150;50;25;Zaslawye;x
7221;150;50;100;Lahoysk;x
7222;150;50;175;Drutsk;x
7223;150;50;250;Vawkavytsk;x
7224;150;50;50;Slonim;x
7225;150;50;125;Mahilna;x
7226;150;50;200;KletskKapyl;x
7227;150;50;75;Byalynichy;x
7228;121;1;1;Olevsk;x
7229;150;50;225;Chavusy;x
7230;150;100;25;Kobryn;x
7231;150;100;100;Svisloch;x
7232;150;100;175;Luninets;x
7233;150;100;250;Pietrykaw;x
7234;150;100;50;Svietlahorsk;x
7235;150;100;125;Rahachow;x
7236;150;100;200;Rechytsa;x
7237;150;100;75;Brahin;x
7238;150;100;150;Krychaw;x
7239;150;100;225;YuriyevBilaTserka;x
7240;150;150;25;Chachersk;x
7241;150;150;100;Mazyr;x
7242;150;150;175;Chernobyl;x
7243;150;150;250;Ratne;x
7244;150;150;50;Stepan;x
7245;150;150;125;Dubrovytsia;x
7246;150;150;200;Vozvyahel;x
7247;150;150;75;Amyz-Reuse CutProvinceZhytomyr;x
7248;150;150;150;Sosnytsia;x
7249;150;150;225;Putyvl;x
7250;150;200;25;Boryspil;x
7251;122;1;1;Oleksandriia;x
7252;150;200;175;Hadyach;x
7253;150;200;250;KaminKashyrskyi;x
7254;150;200;50;Ushytsia;x
7255;150;200;125;Myrhorod;x
7256;150;200;200;Kremenchuk;x
7257;150;200;75;Samaraii;x
7258;150;200;150;Chuhuiv;x
7259;150;200;225;Korsun;x
7260;200;50;25;Amyz-Reuse CutProvinceBialystok;x
7261;200;50;100;TempCutProvinceLomzia;x
7262;200;50;175;DrohiczynBielsk;x
7263;200;50;250;BialaPodlaskie;x
7264;200;50;50;Nur;x
7265;200;50;125;TempCutProvinceLukow;x
7266;200;50;200;Szczebrzeszyn;x
7267;200;50;75;Sanok;x
7268;200;50;150;Peremyl;x
7269;200;50;225;Rohatyn;x
7270;200;150;25;Sambir;x
7271;200;150;100;Terebovlia;x
7272;200;150;175;Zalishchysky;x
7273;200;150;250;Pokuttia;x
7274;200;150;50;Bukovina;x
7275;200;150;125;Khotyn;x
7276;200;150;200;Focsani;x
7277;200;150;75;Bender;x
7278;200;150;150;Moncastro;x
7279;200;150;225;Transdniestria;x
7280;214;95;61;Tane;x
7281;204;85;51;Osumi;x
7282;194;75;41;Usuki;x
7283;184;65;31;Morokata;x
7284;161;54;48;Kuma;x
7285;151;44;38;Aso;x
7286;141;34;28;Amakusa;x
7287;212;152;148;Chikugo;x
7288;202;142;138;Sonogi;x
7289;192;132;128;Matsuura;x
7290;182;122;118;Goto;x
7291;172;112;108;Kanzaki;x
7292;35;146;42;Oka;x
7293;195;84;163;Buzen;x
7294;185;74;153;AmyzCut;x
7295;175;64;143;AmyzCut;x
7296;214;134;156;AmyzCut;x
7297;57;76;12;Hata;x
7298;144;191;136;Uwa;x
7299;185;78;59;Sanuki;x
7300;165;58;39;Awaji;x
7301;144;132;163;Nagato;x
7302;58;88;106;Takata;x
7303;68;98;116;Bingo;x
7304;36;154;42;Hoki;x
7305;39;177;111;Bitchu;x
7306;49;187;121;Mimasaka;x
7307;144;136;69;Akashi;x
7308;197;108;163;Inaba;x
7309;126;30;103;Tanba;x
7310;134;130;153;Settsu;x
7311;3;5;28;AmyzCut;x
7312;187;102;59;Yoshinoi;x
7313;147;180;46;Wakayama;x
7314;36;138;116;North Omi;x
7315;46;128;106;South Omi;x
7316;56;118;96;AmyzCut;x
7317;3;5;29;AmyzCut;x
7318;165;207;40;Ano;x
7319;165;164;89;Wakasa;x
7320;90;142;136;Kaga;x
7321;100;152;146;Noto;x
7322;110;162;156;Uozu;x
7323;90;138;42;Hida;x
7324;100;148;52;Iwamura;x
7325;38;50;42;Kiyosu;x
7326;215;179;53;Atsumi;x
7327;225;169;43;Totomi;x
7328;209;181;73;Nagano;x
7329;199;171;63;Chiisagata;x
7330;189;161;53;Suwa;x
7331;179;151;43;Kiso;x
7332;173;118;203;Izu;x
7333;37;46;136;Kawagoe;x
7334;47;56;146;Iwatsuki;x
7335;91;154;42;Gunma;x
7336;140;94;215;Nasu;x
7337;130;84;205;Aso;x
7338;64;43;188;Awa;x
7339;54;33;178;Kazusa;x
7340;145;44;89;Tsukuba;x
7341;37;146;116;Sado;x
7342;47;136;106;Kanbara;x
7343;57;146;116;Murakami;x
7344;37;42;42;Nakamura;x
7345;47;52;52;Iwashiro;x
7346;57;62;62;Osaki;x
7347;67;72;72;Iwaki;x
7348;77;82;82;Tamura;x
7349;87;92;92;Ishinomaki;x
7350;217;64;64;Rikuchu;x
7351;207;74;74;Tsugaru;x
7352;197;84;84;Iwai;x
7353;187;94;94;Hei;x
7354;197;140;204;Senboku;x
7355;187;130;194;Hinai;x
7356;177;120;184;Yuri;x
7357;145;148;163;Okitama;x
7358;135;138;153;Tagawa ;x
7359;91;162;42;Iburi;x
7360;166;52;89;Teshio;x
7361;176;62;99;Kitami;x
7362;186;72;109;Kamikawa;x
7363;200;44;89;Hidaka;x
7364;190;54;99;Kushiro;x
7365;180;64;109;Nemuro;x
7366;170;74;119;Chishima;x
7367;166;56;183;Karafuto;x
7368;163;148;89;Amami;x
7369;173;158;99;Sakishima;x
7370;48;78;96;Kamo;x
7371;199;129;175;Puryong;x
7372;114;98;138;Kapsan;x
7373;124;108;148;Yeongheung;x
7374;134;118;158;Anbyon;x
7375;142;68;117;Nyongbyon;x
7376;152;78;127;Anju;x
7377;91;158;136;Songchon;x
7378;126;200;138;Yangyang;x
7379;116;190;128;Samcheok;x
7380;114;102;245;Chuncheon ;x
7381;124;112;235;Hoiyang;x
7382;221;174;30;Sohung;x
7383;211;164;40;Pyongsan;x
7384;222;80;182;Yonan;x
7385;212;70;172;Pungcheon;x
7386;163;144;183;Kaesong;x
7387;173;154;193;Yangju;x
7388;168;196;54;Incheon;x
7389;178;206;64;Gwangju;x
7390;178;190;46;Cheongju;x
7391;223;104;10;Gongju;x
7392;185;54;130;Namwon;x
7393;175;64;120;Suncheon;x
7394;165;74;110;Jangheung;x
7395;115;106;74;Sangju;x
7396;125;116;84;Changwon;x
7397;144;63;115;Daegu;x
7398;4;4;194;IDReservedForOtherBTBasedProjects459;x
7399;4;4;195;IDReservedForOtherBTBasedProjects460;x
7400;252;44;44;Talladega;x
7401;213;213;255;Sawokli;x
7402;0;103;71;Chawasha;x
7403;128;0;41;Taensa;x
7404;215;63;81;Opelousa;x
7405;204;0;0;Okefenokee;x
7406;203;83;7;Ocmulgee;x
7407;234;170;0;Kennesaw;x
7408;215;0;63;Tugaloo;x
7409;0;142;155;Tekesta;x
7410;61;57;53;Tampa;x
7411;206;184;136;Wakulla;x
7412;250;70;22;Removed128FL4626;x
7413;179;57;130;Ogale;x
7414;155;133;120;Okatibbee;x
7415;120;222;190;Chakchiuma;x
7416;190;91;62;Hushpuckena;x
7417;0;33;71;Hopahka;x
7418;102;221;14;Copiah;x
7419;255;75;75;Acolapissa;x
7420;253;168;83;Conecuh;x
7421;218;77;156;Koshak;x
7422;191;253;145;Tallapoosa;x
7423;53;22;41;Koasati;x
7424;179;213;255;Autauga;x
7425;52;42;112;Koroa;x
7426;254;244;116;Wachita;x
7427;44;108;118;Tangipahoa;x
7428;48;154;58;Avoyel;x
7429;243;22;19;Washa;x
7430;253;208;35;SunriseAtakapa;x
7431;130;36;51;Napissa;x
7432;254;173;112;Etowah;x
7433;88;47;49;Kolomi;x
7434;56;46;156;Alapaha;x
7435;184;139;139;Apalachicola;x
7436;0;102;51;Oconee;x
7437;162;252;74;Hogologee;x
7438;91;22;71;Utina;x
7439;88;82;13;Jaega;x
7440;168;179;210;Removed128FL4625;x
7441;68;241;113;Jororo;x
7442;150;129;141;Pawokti;x
7443;84;103;128;Ofogoula;x
7444;9;169;147;Pohoy;x
7445;94;6;145;Sapelo;x
7446;145;88;6;Ohoopee;x
7447;253;132;186;Kiawah;x
7448;239;203;125;Winyah;x
7449;110;119;117;Wateree;x
7450;157;239;125;Peedee;x
7451;157;92;44;Congaree;x
7452;251;159;74;Edisto;x
7453;30;71;61;Keowee;x
7454;17;15;25;Enoree;x
7455;244;0;97;Weapmeoc;x
7456;255;203;153;Neusiok;x
7457;184;207;196;Meherrin;x
7458;59;1;19;Catechna;x
7459;75;156;211;Eno;x
7460;218;197;102;Lumbee;x
7461;0;70;132;Sissipahaw;x
7462;167;128;49;Keyauwee;x
7463;172;26;47;Usheree;x
7464;124;18;0;Swannanoa;x
7465;231;109;20;Qualla;x
7466;102;0;0;Oktibbeha;x
7467;0;117;62;Tunica;x
7468;19;41;75;Pontotoc;x
7469;255;208;70;Yowani;x
7470;30;107;82;Tawasha;x
7471;0;119;200;Oka Kapassa;x
7472;158;27;50;Tuscaloosa;x
7473;121;161;239;Weetock;x
7474;12;35;64;Watauga;x
7475;255;130;0;Nolichucky;x
7476;37;222;62;Pellissippi;x
7477;249;12;48;Hiwassee;x
7478;162;132;72;Warioto;x
7479;196;30;58;Kallamuchee;x
7480;0;102;204;Tullahoma;x
7481;0;48;135;Loosahatchie;x
7482;169;29;54;Chaguate;x
7483;110;38;57;Cayas;x
7484;0;68;124;Tula;x
7485;57;54;55;Palisena;x
7486;21;148;94;Guachoya;x
7487;204;0;51;Pacana;x
7488;157;34;53;Tawishirowa;x
7489;153;217;254;Yatasi;x
7490;0;47;139;Doustioni;x
7491;80;0;0;Deadose;x
7492;95;37;159;Nacogdoches;x
7493;200;16;46;Akokisa;x
7494;227;82;5;Nechaui;x
7495;122;48;63;Nasoni;x
7496;240;179;16;Nanatsoho;x
7497;0;103;197;Pamoque;x
7498;241;90;34;Removed128TX4627;x
7499;43;187;88;Ocana;x
7500;77;25;121;Kanohatino;x
7501;53;76;161;Daycao;x
7502;236;172;0;Cantey;x
7503;79;33;112;Kanouhanan;x
7504;203;0;0;Limita;x
7505;4;30;66;Suma;x
7506;253;223;15;Removed128TX4628;x
7507;43;187;213;Terocodame;x
7508;97;22;45;Cuchendado;x
7509;240;80;35;Unpuncliegut;x
7510;225;38;28;Kohani;x
7511;90;53;132;Yojuane;x
7512;106;86;56;Emet;x
7513;247;142;30;Bidai;x
7514;253;185;19;Chacakante;x
7515;196;232;181;Kopano;x
7516;2;33;66;Mayeye;x
7517;119;227;130;Nabadache;x
7518;157;71;53;Removed128TX4629;x
7519;101;99;45;Salapaque;x
7520;181;232;213;Atanaguaypacam;x
7521;98;224;125;Solano;x
7522;121;148;169;Quinicuan;x
7523;229;114;0;Appamatuck;x
7524;0;48;47;Nansimond;x
7525;0;22;137;Nottoway;x
7526;185;151;91;Chiskiack;x
7527;252;29;202;Rappahannock;x
7528;163;10;53;Stegaraki;x
7529;35;45;75;Saponi;x
7530;174;18;42;Wallatoola;x
7531;153;0;0;Nahyssan;x
7532;106;116;123;Chisca;x
7533;181;57;49;Quinipissa;x
7534;231;130;18;Accomack;x
7535;114;205;244;Sekonese;x
7536;179;213;145;Kuskarawaok;x
7537;128;0;0;Pocomoke;x
7538;36;13;115;Patapsco;x
7539;38;82;89;Patuxent;x
7540;216;215;218;Allegany;x
7541;43;88;130;Monocacy;x
7542;62;134;145;Moneton;x
7543;120;117;125;Mohetan;x
7544;231;37;31;Seconee;x
7545;112;162;62;Honniasont;x
7546;81;45;109;Lackawanna;x
7547;0;40;86;Wyoming;x
7548;0;130;74;Conewago;x
7549;156;31;46;Tulpehocken;x
7550;23;129;252;FingerLakes;x
7551;9;49;98;Lycoming;x
7552;3;83;8;Moshannon;x
7553;187;19;26;Arrigahaga;x
7554;158;27;51;Conemaugh;x
7555;218;175;72;Shenango;x
7556;151;130;71;Punxsutawney;x
7557;255;143;0;Sankhikan;x
7558;94;57;38;Hackensack;x
7559;99;168;53;Kittatinny;x
7560;56;55;111;Navesink;x
7561;71;35;49;Westecunk;x
7562;0;53;145;Canarsee;x
7563;22;36;62;Mantinecock;x
7564;0;149;45;Shinnecock;x
7565;77;114;85;Minisink;x
7566;243;139;60;Andiatarocte;x
7567;0;76;147;Schoharie;x
7568;203;44;48;Unadilla;x
7569;172;22;44;Oswegatchie;x
7570;78;117;171;Cohocton;x
7571;179;27;27;Catatonk;x
7572;0;90;67;Tioughnioga;x
7573;35;89;55;Oswego;x
7574;84;38;26;Chatauqua;x
7575;0;91;187;Wenro;x
7576;0;51;160;Cattaraugus;x
7577;245;132;39;Esopus;x
7578;253;150;99;Wikwajek;x
7579;25;211;211;LakePontchartrain;x
7580;234;168;0;Pokanoket;x
7581;255;185;21;Patuxet;x
7582;218;191;27;Niantic;x
7583;85;51;77;Mohegan;x
7584;200;216;254;Paugussett;x
7585;190;205;199;Pequot;x
7586;121;105;13;Housatonic;x
7587;136;28;28;Pocumtuc;x
7588;0;61;165;Pawtucket;x
7589;137;61;135;Siwanoy;x
7590;168;145;34;Wassabastegu;x
7591;223;174;8;Ossipee;x
7592;191;8;63;Androscoggin;x
7593;3;5;121;BTARG121;x
7594;3;5;122;BTARG122;x
7595;3;5;123;BTARG123;x
7596;3;5;124;BTARG124;x
7597;3;5;125;BTARG125;x
7598;3;5;126;BTARG126;x
7599;3;5;127;BTARG127;x
7600;3;6;1;BTARG128;x
7601;3;6;2;BTARG129;x
7602;3;6;3;BTARG130;x
7603;3;6;4;BTARG131;x
7604;3;6;5;BTARG132;x
7605;3;6;6;BTARG133;x
7606;3;6;7;BTARG134;x
7607;3;6;8;BTARG135;x
7608;3;6;9;BTARG136;x
7609;3;6;10;BTARG137;x
7610;3;6;11;BTARG138;x
7611;3;6;12;BTARG139;x
7612;3;6;13;BTARG140;x
7613;3;6;14;BTARG141;x
7614;3;6;15;BTARG142;x
7615;3;6;16;BTARG143;x
7616;3;6;17;BTARG144;x
7617;3;6;18;BTARG145;x
7618;3;6;19;BTARG146;x
7619;3;6;20;BTARG147;x
7620;3;6;21;BTARG148;x
7621;3;6;22;BTARG149;x
7622;3;6;23;BTARG150;x
7623;3;6;24;BTARG151;x
7624;3;6;25;BTARG152;x
7625;3;6;26;BTARG153;x
7626;3;6;27;BTARG154;x
7627;3;6;28;BTARG155;x
7628;3;6;29;BTARG156;x
7629;3;6;30;BTARG157;x
7630;3;6;31;BTARG158;x
7631;3;6;32;BTARG159;x
7632;3;6;33;BTARG160;x
7633;3;6;34;BTARG161;x
7634;3;6;35;BTARG162;x
7635;3;6;36;BTARG163;x
7636;3;6;37;BTARG164;x
7637;3;6;38;BTARG165;x
7638;3;6;39;BTARG166;x
7639;3;6;40;BTARG167;x
7640;3;6;41;BTARG168;x
7641;3;6;42;BTARG169;x
7642;3;6;43;BTARG170;x
7643;3;6;44;BTARG171;x
7644;3;6;45;BTARG172;x
7645;3;6;46;BTARG173;x
7646;3;6;47;BTARG174;x
7647;3;6;48;BTARG175;x
7648;3;6;49;BTARG176;x
7649;3;6;50;BTARG177;x
7650;3;6;51;BTARG178;x
7651;3;6;52;BTARG179;x
7652;3;6;53;BTARG180;x
7653;3;6;54;BTARG181;x
7654;3;6;55;BTARG182;x
7655;3;6;56;BTARG183;x
7656;3;6;57;BTARG184;x
7657;3;6;58;BTARG185;x
7658;3;6;59;BTARG186;x
7659;3;6;60;BTARG187;x
7660;3;6;61;BTARG188;x
7661;3;6;62;BTARG189;x
7662;3;6;63;BTARG190;x
7663;3;6;64;BTARG191;x
7664;3;6;65;BTARG192;x
7665;3;6;66;BTARG193;x
7666;3;6;67;BTARG194;x
7667;3;6;68;BTARG195;x
7668;3;6;69;BTARG196;x
7669;3;6;70;BTARG197;x
7670;3;6;71;BTARG198;x
7671;3;6;72;BTARG199;x
7672;3;6;73;BTARG200;x
7673;3;6;74;BTARG201;x
7674;3;6;75;BTARG202;x
7675;3;6;76;BTARG203;x
7676;3;6;77;BTARG204;x
7677;3;6;78;BTARG205;x
7678;3;6;79;BTARG206;x
7679;3;6;80;BTARG207;x
7680;3;6;81;BTARG208;x
7681;3;6;82;BTARG209;x
7682;3;6;83;BTARG210;x
7683;3;6;84;BTARG211;x
7684;3;6;85;BTARG212;x
7685;3;6;86;BTARG213;x
7686;3;6;87;BTARG214;x
7687;3;6;88;BTARG215;x
7688;3;6;89;BTARG216;x
7689;3;6;90;BTARG217;x
7690;3;6;91;BTARG218;x
7691;3;6;92;BTARG219;x
7692;3;6;93;BTARG220;x
7693;3;6;94;BTARG221;x
7694;3;6;95;BTARG222;x
7695;3;6;96;BTARG223;x
7696;3;6;97;BTARG224;x
7697;3;6;98;BTARG225;x
7698;3;6;99;BTARG226;x
7699;3;6;100;BTARG227;x
7700;50;50;24;Prizren;x
7701;50;50;99;Pec;x
7702;50;100;249;Pristina;x
7703;50;50;174;Samokov;x
7704;50;50;49;Velbazhd;x
7705;50;50;124;Pirot;x
7706;50;50;199;Lovech;x
7707;50;50;74;Vratsa;x
7708;50;50;149;Bar;x
7709;50;50;224;Pljevlja;x
7710;50;100;24;Budimilja;x
7711;50;100;99;Vranje;x
7712;50;100;174;Ras;x
7713;4;4;196;Amyz-Reuse CutProvinceJagodina;x
7714;50;100;49;Sokokic;x
7715;50;100;124;Negotin;x
7716;50;100;199;Valjevo;x
7717;50;100;74;Uzice;x
7718;50;100;149;Subotica;x #Changed Srem/Belgrade
7719;50;100;224;Amyz-Reuse CutProvincePrijepolje;x
7720;50;150;24;Amyz-Reuse CutProvinceBranicevo;x
7721;50;150;99;Trebinje;x
7722;50;150;174;Hoca;x
7723;50;150;249;Duvno;x
7724;50;150;49;Srebrenica;x
7725;50;150;124;Tropolje;x
7726;50;150;199;Doboj;x
7727;50;150;74;Lijevce;x
7728;50;150;149;Prijedor;x
7729;50;150;224;Bihac;x
7730;50;200;24;Makarska;x
7731;50;200;99;Brac;x
7732;50;200;174;Sibenik;x
7733;50;200;249;Knin;x
7734;50;200;49;Senj;x
7735;50;200;124;CresKrk;x
7736;50;200;199;Sisak;x
7737;50;200;74;Varazdin;x #Research with Varazdin
7738;50;200;149;Osijek;x #Changed Pozega
7739;50;200;224;Vukovar;x
7740;100;50;24;Kiskun;x #Changed Baksa
7741;100;50;99;Becej;x #Changed to Pancevo / Kovin/Keve
7742;100;50;174;Amyz-Reuse CutProvinceZrenjanin;x
7743;100;50;249;Resita;x
7744;100;50;49;Lugoj;x
7745;100;50;124;Orsova;x
7746;100;50;199;Caransebes;x
7747;100;50;74;LofotenNorway;x
7748;100;50;149;Calafat;x
7749;100;50;224;TarguJiu;x
7750;100;150;24;Ramnicu;x
7751;100;150;99;Campulung;x
7752;100;150;174;Arges;x
7753;100;150;249;Slatina;x
7754;100;150;49;Turnu;x
7755;100;150;124;Ploesti;x
7756;100;150;199;Calarasi;x
7757;100;150;74;FlociSlobozia;x
7758;100;150;149;Braila;x
7759;100;150;224;MacinIssacea;x
7760;150;50;24;Koper;x
7761;150;50;99;InnerCarniola;x
7762;150;50;174;UpperCarniola;x
7763;150;50;249;Celje;x
7764;150;50;49;Prekmurje;x
7765;150;50;124;Harsovo;x
7766;150;50;199;Helsingborg;x
7767;150;50;74;Roskilde;x
7768;150;50;149;Kalundborg;x
7769;150;50;224;Randers;x
7770;150;100;24;Vejle;x
7771;150;100;99;Ringkobing;x
7772;150;100;174;Mandal;x
7773;150;100;249;Flensburg;x
7774;150;100;49;Tonder;x
7775;150;100;124;Rendsburg;x
7776;150;100;199;Itzehoe;x
7777;150;100;74;Pinneburg;x
7778;150;100;149;Trittau;x
7779;150;100;224;Eitau;x
7780;150;150;24;Tonsberg;x
7781;150;150;99;Solor;x
7782;150;150;174;Nadenes;x
7783;150;150;249;Buskerud;x
7784;150;150;49;Telemark;x
7785;150;150;124;Hardanger;x
7786;150;150;199;Luster;x
7787;150;150;74;Romsdal;x
7788;150;150;149;Steinkjer;x
7789;150;150;224;Salten;x
7790;150;200;24;Finnveden;x
7791;150;200;99;Bogesund;x
7792;150;200;174;Tjust;x
7793;150;200;249;Linkoping;x
7794;150;200;49;Lindesas;x
7795;150;200;124;BrooKristinehamn;x
7796;150;200;199;Herjedalen;x
7797;150;200;74;Halsingland;x
7798;150;200;149;Medelpad;x
7799;150;200;224;Norrbotten;x
7800;200;50;24;Tornio;x
7801;200;50;99;Kokkola;x
7802;200;50;174;Rovaniemi;x
7803;200;50;249;Jyvaskyla;x
7804;200;50;49;Kuopio;x
7805;200;50;124;Lahti;x
7806;200;50;199;Jaaski;x
7807;200;50;74;Porvoo;x
7808;200;50;149;LadogaKarelia;x
7809;200;50;224;Lister;x
7810;200;150;24;Marschvogtei;x
7811;200;150;99;Schwerin;x
7812;200;150;174;Parchim;x
7813;200;150;249;Gustrow;x
7814;200;150;49;Rugen;x
7815;200;150;124;Anklam;x
7816;200;150;199;Usedom;x
7817;200;150;74;Locknitz;x
7818;200;150;149;KamminPomerania;x
7819;200;150;224;Pyritz;x
7820;50;50;23;StargardPomerania;x
7821;50;50;98;Zantoch;x
7822;50;50;173;Schivelbein;x
7823;5;5;100;Belgard;x
7824;50;50;48;Schlawe;x
7825;50;50;123;LauenburgPomerelia;x
7826;50;50;198;Butow;x
7827;50;50;73;Schlochau;x
7828;50;50;148;Putzig;x
7829;50;50;223;Marienwerder;x
7830;50;100;23;Loebau;x
7831;50;100;98;Ortelsburg;x
7832;50;100;173;Rhein;x
7833;50;100;248;Sambia;x
7834;50;100;48;Tapiau;x
7835;50;100;123;Angerburg;x
7836;50;100;198;Georgenburg;x
7837;50;100;73;Ragnit;x
7838;50;100;148;Grobin;x
7839;50;100;223;Windau;x
7840;50;150;23;Kandau;x
7841;50;150;98;Bauska;x
7842;50;150;173;Koslin;x #used to be Greifswald
7843;50;150;248;WendenTreiden;x
7844;50;150;48;Kokenhusen;x
7845;50;150;123;Ronneburg;x
